-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
  Bin Id                             Marker lineage            # genomes   # markers   # marker sets   Completeness   Contamination   Strain heterogeneity   Genome size (bp)   # ambiguous bases   # scaffolds   # contigs   N50 (scaffolds)   N50 (contigs)   Mean scaffold length (bp)   Mean contig length (bp)   Longest scaffold (bp)   Longest contig (bp)     GC    GC std (scaffolds > 1kbp)   Coding density   Translation table   # predicted genes    0     1     2    3    4    5+  
  metabat.157.contigs       c__Deltaproteobacteria (UID3216)       83         247           155           77.36           15.86               2.50               5274041                0               989          989            5861             5861                  5332                       5332                    33842                  33842          54.33              2.58                 87.08                11                 5429          49   164    31   3    0    0   
  metabat.329_sub.contigs        k__Bacteria (UID3187)            2258        181           110           77.07            9.00              37.50               3195723                0               492          492            7860             7860                  6495                       6495                    41438                  41438          54.48              3.84                 84.17                11                 3276          50   119    10   2    0    0   
  metabat.6.contigs                k__Archaea (UID2)              207         145           103           76.47            8.22              66.67               1309373                0               265          265            5340             5340                  4941                       4941                    20946                  20946          33.43              1.93                 87.79                11                 1862          35    97    12   1    0    0   
  metabat.51.contigs             s__algicola (UID2846)             47         571           303           76.07            7.43              69.70               2282587                0               430          430            5593             5593                  5308                       5308                    26376                  26376          42.52              1.40                 92.73                11                 2476         138   400    33   0    0    0   
  metabat.266.contigs       c__Deltaproteobacteria (UID3216)       83         247           155           75.84            3.39              72.97               3486102                0               474          474            9150             9150                  7354                       7354                    64279                  64279          63.35              1.44                 93.89                11                 3593          55   174    10   7    1    0   
  metabat.376.contigs          p__Cyanobacteria (UID2192)          79         584           458           75.64            5.09              30.43               4532588                0               1001         1001           4724             4724                  4528                       4528                    18572                  18572          39.62              2.12                 83.26                11                 4848         137   417    22   8    0    0   
  metabat.124.contigs            s__algicola (UID2846)             47         571           303           74.05            3.44              65.22               2528875                0               150          150           27523            27523                 16859                      16859                    88185                  88185          43.54              1.23                 92.16                11                 2381         128   420    23   0    0    0   
  metabat.417.contigs              k__Archaea (UID2)              207         145           103           73.35           12.62              35.00               1343773                0               225          225            6929             6929                  5972                       5972                    28100                  28100          34.18              3.75                 89.46                11                 1842          39    90    14   2    0    0   
  maxbin.0370_sub.contigs        k__Bacteria (UID2565)            2921        140            85           72.92           26.34              21.62               7828747                0               1523         1523           6819             6819                  5140                       5140                    37401                  37401          59.08              2.17                 90.57                11                 6703          33    80    22   5    0    0   
  209_sub.contigs                k__Bacteria (UID2982)             88         229           147           72.75            3.78              28.57               4056706                0               1289         1289           3509             3509                  3147                       3147                    15589                  15589          61.07              1.78                 91.66                11                 4242          66   156    7    0    0    0   
  metabat.315_sub.contigs   c__Deltaproteobacteria (UID3216)       83         247           155           72.47            4.73              40.00               5608006                0               854          854            7601             7601                  6566                       6566                    32676                  32676          50.10              1.93                 84.66                11                 5395          74   165    7    1    0    0   
  metabat.217.contigs       c__Alphaproteobacteria (UID3305)      564         349           230           72.46            5.91               0.00               3617783                0               685          685            5942             5942                  5281                       5281                    32301                  32301          63.34              2.38                 88.93                11                 4003         108   219    22   0    0    0   
  metabat.372.contigs          p__Cyanobacteria (UID2192)          79         584           458           72.15            2.51              16.67               5415942                0               885          885            6810             6810                  6119                       6119                    23224                  23224          36.17              2.20                 73.66                11                 5026         162   410    12   0    0    0   
  metabat.292_sub.contigs   c__Gammaproteobacteria (UID4274)      112         581           290           72.12            8.99              56.86               3409756                0               710          710            5065             5065                  4802                       4802                    24672                  24672          62.90              2.30                 88.33                11                 3639         156   382    39   4    0    0   
  metabat.443.contigs            k__Bacteria (UID1453)            901         171           117           71.17            6.75              20.00               2127332                0               440          440            4900             4900                  4834                       4834                    31651                  31651          66.26              1.27                 93.40                11                 2474          46   115    10   0    0    0   
  metabat.245.contigs       c__Deltaproteobacteria (UID3216)       83         247           155           71.09            9.08               8.00               4733036                0               926          926            5495             5495                  5111                       5111                    31902                  31902          49.07              2.30                 80.76                11                 5048          64   164    16   3    0    0   
  metabat.366.contigs       c__Gammaproteobacteria (UID4443)      356         451           270           70.98            9.54               4.65               5082450                0               1025         1025           5493             5493                  4958                       4958                    25883                  25883          66.20              1.62                 92.15                11                 5398         128   293    25   4    1    0   
  metabat.216.contigs       c__Alphaproteobacteria (UID3305)      564         349           230           70.73            8.50              14.71               4363846                0               633          633            8724             8724                  6893                       6893                    57990                  57990          63.77              2.83                 88.15                11                 4582         102   217    28   2    0    0   
  metabat.88_sub.contigs         k__Bacteria (UID2495)            2993        147            91           70.50           17.95               0.00               8194126                0               1746         1746           4860             4860                  4693                       4693                    25940                  25940          69.50              2.10                 91.84                11                 8899          53    75    17   2    0    0   
  metabat.134.contigs       c__Alphaproteobacteria (UID3305)      564         349           230           70.49           13.84               2.22               4706929                0               963          963            5162             5162                  4887                       4887                    23536                  23536          67.12              1.86                 90.87                11                 5314         110   200    36   3    0    0   
  metabat.160.contigs              k__Archaea (UID2)              207         149           107           69.95            1.87               0.00                962675                0               208          208            4701             4701                  4628                       4628                    21066                  21066          36.79              1.87                 89.33                11                 1157          42   105    2    0    0    0   
  metabat.411.contigs              k__Archaea (UID2)              207         145           103           69.42           22.33               6.98               1044232                0               282          282            3661             3661                  3702                       3702                    10096                  10096          32.22              2.02                 87.27                11                 1379          51    66    22   5    1    0   
  metabat.231.contigs            k__Bacteria (UID2565)            2921        142            87           69.23            6.43              12.50               5850085                0               1324         1324           4535             4535                  4418                       4418                    19543                  19543          61.79              1.53                 88.28                11                 5449          40    94    8    0    0    0   
  metabat.273.contigs       c__Alphaproteobacteria (UID3305)      564         348           229           69.13            7.64              28.57               2901586                0               382          382            9768             9768                  7595                       7595                    43096                  43096          63.77              1.51                 92.08                11                 3154          89   233    25   1    0    0   
  136_sub.contigs            o__Rhodospirillales (UID3754)         63         336           201           68.44            2.89               5.56               2266289                0               781          781            3179             3179                  2901                       2901                    11638                  11638          53.49              3.20                 91.75                11                 2857         100   220    15   1    0    0   
  metabat.7_sub.contigs     c__Alphaproteobacteria (UID3305)      564         349           230           68.38           24.00              12.87               6641233                0               1300         1300           5517             5517                  5108                       5108                    29374                  29374          61.56              1.95                 89.78                11                 7460         103   192    41   9    3    1   
  metabat.78.contigs             k__Bacteria (UID2565)            2921        140            85           67.49            4.12              25.00               6405722                0               1216         1216           5836             5836                  5267                       5267                    25252                  25252          57.38              1.10                 88.22                11                 5502          48    88    4    0    0    0   
  metabat.213_sub.contigs   c__Deltaproteobacteria (UID3216)       83         247           155           67.17            7.91              21.74               3379633                0               694          694            5337             5337                  4869                       4869                    30553                  30553          42.84              2.81                 84.65                11                 3699          79   145    23   0    0    0   
  317_sub.contigs           c__Alphaproteobacteria (UID3305)      564         349           230           67.14            1.74              16.67               3761686                0               339          339           12626            12626                 11096                      11096                    42614                  42614          63.42              2.15                 90.25                11                 3796         108   235    6    0    0    0   
  metabat.76.contigs        c__Gammaproteobacteria (UID4267)      119         544           284           67.01            4.74              11.11               3600972                0               767          767            4852             4852                  4694                       4694                    40973                  40973          61.78              2.85                 85.45                11                 3806         168   353    21   2    0    0   
  102_sub.contigs                k__Bacteria (UID2565)            2921        142            87           66.07            4.28              18.18               4099050                0               1128         1128           3980             3980                  3633                       3633                    14809                  14809          55.88              3.18                 88.22                11                 4216          47    84    11   0    0    0   
  metabat.440.contigs       c__Alphaproteobacteria (UID3305)      564         349           230           65.80           12.05              19.05               3644497                0               827          827            4466             4466                  4406                       4406                    22208                  22208          67.83              2.35                 89.82                11                 4193         107   204    36   2    0    0   
  60_sub.contigs            c__Deltaproteobacteria (UID3216)       83         247           155           65.72            0.54              50.00               2368858                0               767          767            3386             3386                  3088                       3088                    12433                  12433          54.88              3.23                 88.23                11                 2673          77   166    4    0    0    0   
  maxbin.0666_sub.contigs         k__Bacteria (UID203)            5449        103            57           65.65           35.49               2.86               6242219                0               3983         3983           1573             1573                  1567                       1567                     6098                   6098          57.25              5.88                 88.43                11                 8380          35    41    23   4    0    0   
  metabat.100.contigs       c__Gammaproteobacteria (UID4274)      112         581           290           62.11           11.19              78.87               1918964                0               395          395            5204             5204                  4858                       4858                    18485                  18485          39.03              2.05                 90.13                11                 2257         211   309    56   5    0    0   
  metabat.410.contigs           o__Rhizobiales (UID3447)          356         416           249           61.97            3.65              16.67               2918592                0               634          634            4762             4762                  4603                       4603                    21074                  21074          61.89              3.70                 89.97                11                 3295         144   254    18   0    0    0   
  metabat.325.contigs              k__Archaea (UID2)              207         145           103           61.81           10.68              30.77               1286748                0               310          310            4156             4156                  4150                       4150                    19818                  19818          33.02              2.67                 91.30                11                 1777          65    69    10   1    0    0   
  metabat.9.contigs              k__Bacteria (UID1453)            901         171           117           61.80            2.33              20.00               2664499                0               538          538            5301             5301                  4952                       4952                    22436                  22436          64.46              1.27                 93.59                11                 2989          65   101    5    0    0    0   
  metabat.272.contigs       c__Deltaproteobacteria (UID3216)       83         247           155           59.87            0.97              50.00               2931905                0               609          609            5064             5064                  4814                       4814                    18456                  18456          55.04              2.07                 87.29                11                 3097          97   148    2    0    0    0   
  maxbin.0063_sub.contigs   c__Gammaproteobacteria (UID4267)      119         544           284           59.83           18.27               0.90               3119807                0               1976         1976           1526             1526                  1578                       1578                    26300                  26300          51.49              8.26                 87.18                11                 4497         204   257    74   7    1    1   
  maxbin.0352_sub.contigs        k__Bacteria (UID2570)            433         274           183           59.38           18.97               1.47               6320125                0               3435         3435           1760             1760                  1839                       1839                    36341                  36341          49.73             11.40                 84.14                11                 8806          93   129    47   3    2    0   
  325_sub.contigs                k__Bacteria (UID1452)            924         163           110           58.63           16.67               7.41               2976497                0               935          935            3380             3380                  3183                       3183                    10645                  10645          56.51              3.18                 90.41                11                 3352          69    73    18   3    0    0   
  240_sub.contigs           c__Deltaproteobacteria (UID3216)       83         247           155           58.57            8.23              26.32               2951025                0               380          380            8461             8461                  7765                       7765                    34746                  34746          49.47              2.35                 86.56                11                 3074          91   142    13   0    1    0   
  maxbin.0390_sub.contigs   c__Deltaproteobacteria (UID3216)       83         247           155           57.96           16.07               0.00               5313579                0               2627         2627           2099             2099                  2022                       2022                    12110                  12110          50.63              6.18                 84.92                11                 6901         104   112    25   6    0    0   
  metabat.229.contigs       c__Alphaproteobacteria (UID3305)      564         349           230           56.95            0.67              33.33               2679052                0               592          592            4690             4690                  4525                       4525                    18820                  18820          66.07              2.34                 91.63                11                 3117         146   200    3    0    0    0   
  metabat.287_sub.contigs   c__Deltaproteobacteria (UID3217)       62         280           168           56.94           11.88               5.88               2816933                0               692          692            4078             4078                  4070                       4070                    16026                  16026          48.18              3.90                 86.44                11                 3194         123   127    28   2    0    0   
  maxbin.0467_sub.contigs   c__Gammaproteobacteria (UID4267)      119         544           284           55.95           26.90              11.25               4683921                0               1194         1194           6046             6046                  3922                       3922                    57578                  57578          59.67              4.35                 91.28                11                 5189         227   212    85   15   5    0   
  metabat.82_sub.contigs         s__algicola (UID2846)             47         571           303           55.90            2.45              20.00               2206117                0               529          529            4211             4211                  4170                       4170                    12800                  12800          39.07              1.76                 89.09                11                 2516         236   320    15   0    0    0   
  113_sub.contigs           c__Gammaproteobacteria (UID4267)      119         544           284           54.28            2.52              23.53               2040224                0               761          761            2881             2881                  2680                       2680                    11575                  11575          59.02              2.75                 88.92                11                 2463         233   294    17   0    0    0   
  maxbin.0562_sub.contigs         k__Bacteria (UID203)            5449        103            57           54.07           19.78              21.88               5124219                0               2124         2124           2707             2707                  2412                       2412                    23522                  23522          54.56              4.11                 85.00                11                 6224          35    48    14   6    0    0   
  metabat.384.contigs       c__Alphaproteobacteria (UID3305)      564         349           230           52.85            2.87               0.00               3421955                0               757          757            4609             4609                  4520                       4520                    16352                  16352          59.67              2.69                 89.54                11                 3855         160   177    12   0    0    0   
  72.contigs                     k__Bacteria (UID2570)            433         274           183           50.37            2.09               0.00               1774158                0               776          776            2583             2583                  2286                       2286                    20411                  20411          43.12              6.76                 79.38                11                 2152         110   159    5    0    0    0   
  metabat.24.contigs           o__Cytophagales (UID2936)           47         454           336           48.52            2.82               6.25               3040993                0               707          707            4511             4511                  4301                       4301                    18997                  18997          39.44              1.85                 89.06                11                 3104         215   223    16   0    0    0   
  267_sub.contigs           c__Gammaproteobacteria (UID4444)      263         506           232           48.36           19.20              26.67               3960557                0               1227         1227           3548             3548                  3227                       3227                    21465                  21465          56.45              3.33                 85.31                11                 4841         239   192    60   10   5    0   
  metabat.41.contigs             k__Bacteria (UID3187)            2258        181           110           46.00            3.33              20.00               1347228                0               341          341            4023             4023                  3950                       3950                    11371                  11371          43.09              2.10                 88.26                11                 1544          80    96    5    0    0    0   
  metabat.341.contigs            k__Bacteria (UID2565)            2921        144            89           43.67            2.88              20.00               2319897                0               633          633            3603             3603                  3664                       3664                    14635                  14635          64.84              1.27                 88.42                11                 2079          63    76    5    0    0    0   
  metabat.308.contigs            k__Bacteria (UID2565)            2921        142            87           40.23            2.40               0.00               2838884                0               715          715            3961             3961                  3970                       3970                    15624                  15624          60.77              1.42                 89.59                11                 2672          76    62    4    0    0    0   
  maxbin.0113_sub.contigs        k__Bacteria (UID3187)            2258        190           119           37.92            3.89               0.00               2726195                0               923          923            3511             3511                  2953                       2953                    23102                  23102          63.89              3.61                 89.98                11                 3034         106    77    4    2    1    0   
  metabat.297_sub.contigs   c__Deltaproteobacteria (UID3217)       62         280           168           31.04            1.49              20.00                736966                0               207          207            3460             3460                  3560                       3560                    10504                  10504          44.61              3.44                 85.01                11                 823          180    97    2    1    0    0   
  metabat.294_sub.contigs   c__Gammaproteobacteria (UID4443)      356         451           270           30.55            3.10               7.69               1555708                0               237          237            8002             8002                  6564                       6564                    28820                  28820          60.08              1.56                 91.90                11                 1585         271   167    13   0    0    0   
  140_sub.contigs                s__algicola (UID2846)             47         571           303           29.90            1.08              71.43               1385000                0               185          185            7843             7843                  7486                       7486                    30997                  30997          45.04              2.08                 92.90                11                 1394         356   208    7    0    0    0   
  metabat.193_sub.contigs   c__Gammaproteobacteria (UID4444)      263         503           230           29.45            3.94              25.00               2279765                0               618          618            3577             3577                  3688                       3688                    13056                  13056          59.55              3.17                 89.95                11                 2496         332   155    14   2    0    0   
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
